BEPCNDDL_00008	OG0000187|/Escherichia_coli_DH5alpha_ASM98243v1_01224	76.1	100
BEPCNDDL_00008	OG0000187|/Escherichia_coli_BW25113_ASM1553485v1_04228	76.1	100
BEPCNDDL_00008	OG0000187|/Escherichia_coli_C2566_ASM155961v2_00555	75.8	100
BEPCNDDL_00008	OG0000187|/Microvirga_sp._17_mud_1-3_ASM315125v1_00414	77.1	92.1
BEPCNDDL_00008	OG0000187|/Methylobacterium_mesophilicum_SR1.6_6_ASM36444v2_00374	71.0	95.0
BEPCNDDL_00009	OG0000070|/Escherichia_coli_BW25113_ASM1553485v1_04229	66.9	97.6
BEPCNDDL_00009	OG0000070|/Escherichia_coli_C2566_ASM155961v2_00556	66.2	98.6
BEPCNDDL_00009	OG0000070|/Escherichia_coli_DH5alpha_ASM98243v1_01223	66.7	97.6
BEPCNDDL_00009	OG0000070|/Microvirga_sp._17_mud_1-3_ASM315125v1_00413	63.4	98.0
BEPCNDDL_00010	OG0000096|/Escherichia_coli_C2566_ASM155961v2_00557	72.6	96.4
BEPCNDDL_00010	OG0000096|/Escherichia_coli_DH5alpha_ASM98243v1_01222	72.6	96.4
BEPCNDDL_00010	OG0000096|/Escherichia_coli_BW25113_ASM1553485v1_04230	72.6	96.4
BEPCNDDL_00010	OG0000096|/Microvirga_sp._17_mud_1-3_ASM315125v1_00412	69.5	96.4
BEPCNDDL_00010	OG0000096|/Methylobacterium_mesophilicum_SR1.6_6_ASM36444v2_00376	68.7	92.2
BEPCNDDL_00011	OG0000096|/Escherichia_coli_C2566_ASM155961v2_00558	71.7	97.6
BEPCNDDL_00011	OG0000096|/Escherichia_coli_DH5alpha_ASM98243v1_01221	71.7	97.6
BEPCNDDL_00011	OG0000096|/Escherichia_coli_BW25113_ASM1553485v1_04231	71.7	97.6
BEPCNDDL_00011	OG0000096|/Microvirga_sp._17_mud_1-3_ASM315125v1_00411	67.1	96.7
BEPCNDDL_00011	OG0000096|/Methylobacterium_mesophilicum_SR1.6_6_ASM36444v2_00377	61.4	94.2
BEPCNDDL_00012	OG0000010|/Escherichia_coli_C2566_ASM155961v2_00062	64.0	97.8
BEPCNDDL_00012	OG0000010|/Escherichia_coli_DH5alpha_ASM98243v1_02543	64.0	97.8
BEPCNDDL_00012	OG0000010|/Escherichia_coli_BW25113_ASM1553485v1_03758	64.0	97.8
BEPCNDDL_00013	OG0016834|/Escherichia_coli_C2566_ASM155961v2_00063	81.3	100
BEPCNDDL_00013	OG0016834|/Escherichia_coli_DH5alpha_ASM98243v1_02544	81.3	100
BEPCNDDL_00013	OG0016834|/Escherichia_coli_BW25113_ASM1553485v1_03759	81.3	100
BEPCNDDL_00014	OG0000546|/Escherichia_coli_C2566_ASM155961v2_00064	65.4	99.8
BEPCNDDL_00014	OG0000546|/Escherichia_coli_DH5alpha_ASM98243v1_02545	65.4	99.8
BEPCNDDL_00014	OG0000546|/Escherichia_coli_BW25113_ASM1553485v1_03760	65.4	99.8
BEPCNDDL_00016	OG0000165|/Escherichia_coli_C2566_ASM155961v2_00066	82.3	100
BEPCNDDL_00017	OG0016835|/Escherichia_coli_C2566_ASM155961v2_00067	69.0	100
BEPCNDDL_00017	OG0016835|/Escherichia_coli_DH5alpha_ASM98243v1_02549	69.0	100
BEPCNDDL_00017	OG0016835|/Escherichia_coli_BW25113_ASM1553485v1_03763	69.0	100
BEPCNDDL_00018	OG0000265|/Escherichia_coli_DH5alpha_ASM98243v1_02550	92.2	99.4
BEPCNDDL_00018	OG0000265|/Escherichia_coli_BW25113_ASM1553485v1_03764	92.2	99.4
BEPCNDDL_00018	OG0000265|/Escherichia_coli_C2566_ASM155961v2_00068	91.8	99.4
BEPCNDDL_00019	OG0000329|/Escherichia_coli_DH5alpha_ASM98243v1_02551	89.8	99.8
BEPCNDDL_00019	OG0000329|/Escherichia_coli_BW25113_ASM1553485v1_03765	89.8	99.8
BEPCNDDL_00019	OG0000329|/Escherichia_coli_C2566_ASM155961v2_00069	89.4	99.8
BEPCNDDL_00019	OG0000329|/Microvirga_sp._17_mud_1-3_ASM315125v1_02478	73.3	98.9
BEPCNDDL_00019	OG0000329|/Methylorubrum_extorquens_DM4_ASM8354v1_03218	74.4	98.9
BEPCNDDL_00020	OG0000277|/Escherichia_coli_BW25113_ASM1553485v1_03766	85.6	99.2
BEPCNDDL_00020	OG0000277|/Escherichia_coli_C2566_ASM155961v2_00070	85.2	99.4
BEPCNDDL_00020	OG0000277|/Escherichia_coli_DH5alpha_ASM98243v1_02552	85.4	99.2
BEPCNDDL_00022	OG0000010|/Escherichia_coli_C2566_ASM155961v2_00071	73.7	98.0
BEPCNDDL_00022	OG0000010|/Escherichia_coli_DH5alpha_ASM98243v1_02553	73.7	98.0
BEPCNDDL_00022	OG0000010|/Escherichia_coli_BW25113_ASM1553485v1_03767	73.7	98.0
BEPCNDDL_00023	OG0000940|/Escherichia_coli_C2566_ASM155961v2_00072	90.6	100
BEPCNDDL_00023	OG0000940|/Escherichia_coli_DH5alpha_ASM98243v1_02554	90.6	100
BEPCNDDL_00023	OG0000940|/Escherichia_coli_BW25113_ASM1553485v1_03768	90.6	100
BEPCNDDL_00025	OG0000081|/Escherichia_coli_DH5alpha_ASM98243v1_01759	71.7	99.0
BEPCNDDL_00025	OG0000081|/Escherichia_coli_BW25113_ASM1553485v1_03516	71.7	99.0
BEPCNDDL_00025	OG0000081|/Escherichia_coli_C2566_ASM155961v2_04082	71.3	99.0
BEPCNDDL_00026	OG0003267|HFAFEABK_04785	69.8	94.0
BEPCNDDL_00028	OG0011129|/Escherichia_coli_C2566_ASM155961v2_04080	60.8	99.7
BEPCNDDL_00028	OG0011129|/Escherichia_coli_DH5alpha_ASM98243v1_01757	60.8	99.7
BEPCNDDL_00028	OG0011129|/Escherichia_coli_BW25113_ASM1553485v1_03514	60.8	99.7
BEPCNDDL_00030	OG0000225|/Escherichia_coli_C2566_ASM155961v2_04079	83.2	100
BEPCNDDL_00030	OG0000225|/Escherichia_coli_DH5alpha_ASM98243v1_01756	83.2	100
BEPCNDDL_00030	OG0000225|/Escherichia_coli_BW25113_ASM1553485v1_03513	83.2	100
BEPCNDDL_00031	OG0006012|/Escherichia_coli_C2566_ASM155961v2_04078	69.7	97.3
BEPCNDDL_00031	OG0006012|/Escherichia_coli_DH5alpha_ASM98243v1_01755	69.7	97.3
BEPCNDDL_00031	OG0006012|/Escherichia_coli_BW25113_ASM1553485v1_03512	69.7	97.3
BEPCNDDL_00033	OG0000001|/Escherichia_coli_DH5alpha_ASM98243v1_03489	65.7	96.8
BEPCNDDL_00033	OG0000001|/Escherichia_coli_BW25113_ASM1553485v1_01286	65.7	96.8
BEPCNDDL_00033	OG0000001|/Escherichia_coli_C2566_ASM155961v2_01985	65.2	96.8
BEPCNDDL_00054	OG0000328|/Escherichia_coli_C2566_ASM155961v2_00928	77.9	100
BEPCNDDL_00054	OG0000328|/Escherichia_coli_DH5alpha_ASM98243v1_02470	77.5	100
BEPCNDDL_00054	OG0000328|/Escherichia_coli_BW25113_ASM1553485v1_00200	77.5	100
BEPCNDDL_00054	OG0000328|ELBGKIHE_01042	61.4	99.6
BEPCNDDL_00054	OG0000328|AKNPJKHE_01420	61.4	99.6
BEPCNDDL_00055	OG0000010|/Escherichia_coli_C2566_ASM155961v2_00929	65.5	99.3
BEPCNDDL_00055	OG0000010|/Escherichia_coli_DH5alpha_ASM98243v1_02471	65.2	99.3
BEPCNDDL_00055	OG0000010|/Escherichia_coli_BW25113_ASM1553485v1_00201	65.2	99.3
BEPCNDDL_00056	OG0000869|OCLNNGOB_00953	60.8	98.2
BEPCNDDL_00057	OG0016981|/Escherichia_coli_C2566_ASM155961v2_00930	79.5	94.7
BEPCNDDL_00057	OG0016981|/Escherichia_coli_DH5alpha_ASM98243v1_02472	79.5	94.7
BEPCNDDL_00057	OG0016981|/Escherichia_coli_BW25113_ASM1553485v1_00202	79.5	94.7
BEPCNDDL_00058	OG0000048|/Escherichia_coli_C2566_ASM155961v2_00932	63.9	85.2
BEPCNDDL_00058	OG0000048|/Escherichia_coli_DH5alpha_ASM98243v1_02474	63.9	85.2
BEPCNDDL_00058	OG0000048|/Escherichia_coli_BW25113_ASM1553485v1_00204	63.9	85.2
BEPCNDDL_00060	OG0005723|/Escherichia_coli_C2566_ASM155961v2_00934	66.7	99.2
BEPCNDDL_00060	OG0005723|/Escherichia_coli_DH5alpha_ASM98243v1_02476	65.8	99.2
BEPCNDDL_00060	OG0005723|/Escherichia_coli_BW25113_ASM1553485v1_00206	65.8	99.2
BEPCNDDL_00061	OG0000580|/Escherichia_coli_C2566_ASM155961v2_00935	84.4	99.4
BEPCNDDL_00061	OG0000580|/Escherichia_coli_DH5alpha_ASM98243v1_02477	84.4	99.4
BEPCNDDL_00061	OG0000580|/Escherichia_coli_BW25113_ASM1553485v1_00207	84.4	99.4
BEPCNDDL_00061	OG0000580|OOHIIBBG_00240	65.7	90.3
BEPCNDDL_00061	OG0000580|/Methylobacterium_mesophilicum_SR1.6_6_ASM36444v2_01124	67.4	87.1
BEPCNDDL_00062	OG0000191|/Escherichia_coli_DH5alpha_ASM98243v1_02478	76.4	98.4
BEPCNDDL_00062	OG0000191|/Escherichia_coli_BW25113_ASM1553485v1_00208	76.4	98.4
BEPCNDDL_00062	OG0000191|/Escherichia_coli_C2566_ASM155961v2_00936	76.0	98.4
BEPCNDDL_00064	OG0002957|CIKBGIMC_02927	64.8	95.9
BEPCNDDL_00064	OG0002957|OMDIEKLL_02924	62.4	95.9
BEPCNDDL_00064	OG0002957|OCLNNGOB_00913	64.1	95.1
BEPCNDDL_00064	OG0002957|AHKHILEE_03701	63.4	95.1
BEPCNDDL_00064	OG0002957|DFDJHIHA_02788	62.1	96.1
BEPCNDDL_00067	OG0003919|LGFPBGDE_00873	61.5	99.7
BEPCNDDL_00067	OG0003919|MFHGNBND_06245	61.9	95.8
BEPCNDDL_00067	OG0000945|/Microvirga_sp._17_mud_1-3_ASM315125v1_01557	60.0	95.8
BEPCNDDL_00076	OG0010161|LGFPBGDE_04451	61.5	95.3
BEPCNDDL_00079	OG0000331|LGFPBGDE_00927	61.8	98.3
BEPCNDDL_00085	OG0000428|AOGGLDHD_00144	63.6	96.6
