EHGGDNOH_00005	OG0000001|GOHDFCMD_02657	68.0	91.2
EHGGDNOH_00007	OG0000058|GOHDFCMD_02659	68.9	99.1
EHGGDNOH_00008	OG0003442|HFAFEABK_02408	81.8	95.7
EHGGDNOH_00009	OG0004782|MHHLIJJF_02957	62.6	84.2
EHGGDNOH_00011	OG0008882|HFAFEABK_02407	93.7	100
EHGGDNOH_00011	OG0008882|GOHDFCMD_02660	82.5	100
EHGGDNOH_00014	OG0016503|GOHDFCMD_02663	60.2	100
EHGGDNOH_00016	OG0000001|GOHDFCMD_02665	77.1	98.9
EHGGDNOH_00016	OG0000001|HFAFEABK_02402	62.8	98.9
EHGGDNOH_00017	OG0009801|GOHDFCMD_02666	67.4	98.6
EHGGDNOH_00017	OG0009801|HFAFEABK_02401	60.0	98.6
EHGGDNOH_00019	OG0002154|GOHDFCMD_02668	60.4	100
EHGGDNOH_00020	OG0000057|GOHDFCMD_02669	82.6	100
EHGGDNOH_00020	OG0000057|HFAFEABK_02398	69.1	99.7
EHGGDNOH_00021	OG0001094|GOHDFCMD_02670	68.6	100
EHGGDNOH_00021	OG0001094|HFAFEABK_02397	61.3	99.7
EHGGDNOH_00022	OG0000388|GOHDFCMD_02671	78.9	99.4
EHGGDNOH_00022	OG0000388|HFAFEABK_02396	65.2	99.4
EHGGDNOH_00023	OG0000001|GOHDFCMD_02672	63.5	99.7
EHGGDNOH_00024	OG0021137|HFAFEABK_02395	72.9	97.2
EHGGDNOH_00024	OG0021137|GOHDFCMD_02673	69.7	100
EHGGDNOH_00027	OG0007390|GOHDFCMD_02674	80.7	100
EHGGDNOH_00028	OG0002088|GOHDFCMD_02675	62.8	99.7
EHGGDNOH_00029	OG0000169|HFAFEABK_02297	100	100
EHGGDNOH_00029	OG0000169|GOHDFCMD_02676	98.9	100
EHGGDNOH_00029	OG0000169|HFAFEABK_01265	67.0	98.9
EHGGDNOH_00029	OG0000169|GOHDFCMD_01797	67.0	98.9
EHGGDNOH_00029	OG0000169|BMACIHKE_02259	62.2	97.8
EHGGDNOH_00030	OG0000364|HFAFEABK_02296	91.7	100
EHGGDNOH_00030	OG0000364|GOHDFCMD_02677	90.6	100
EHGGDNOH_00031	OG0003160|HFAFEABK_02295	81.2	100
EHGGDNOH_00031	OG0003160|GOHDFCMD_02678	78.1	100
EHGGDNOH_00032	OG0000364|HFAFEABK_02294	95.3	100
EHGGDNOH_00032	OG0000364|GOHDFCMD_02679	93.7	100
EHGGDNOH_00032	OG0000364|HFAFEABK_04123	71.2	100
EHGGDNOH_00032	OG0000364|/Modestobacter_muralis_DSM_100205_ASM1068210v1_00603	64.4	100
EHGGDNOH_00032	OG0000364|LJDNFHMA_00381	62.3	100
EHGGDNOH_00033	OG0000364|HFAFEABK_02293	94.3	100
EHGGDNOH_00033	OG0000364|GOHDFCMD_02680	93.8	100
EHGGDNOH_00033	OG0000364|EKPGPJGB_02232	70.7	99.5
EHGGDNOH_00033	OG0000364|BAMIGDDE_00809	70.7	99.5
EHGGDNOH_00033	OG0000364|MMOBNLNG_00501	70.7	99.5
