EBPMBNNM_00001	OG0000632|OGMGMCIP_00001	100	100
EBPMBNNM_00001	OG0000632|ACNKOELL_02823	100	100
EBPMBNNM_00001	OG0000632|FKPPHKIF_00865	85.6	100
EBPMBNNM_00001	OG0000632|OLMFNLAI_03251	87.3	98.5
EBPMBNNM_00001	OG0000632|MOEFIGAD_03811	86.8	98.3
EBPMBNNM_00002	OG0000565|OGMGMCIP_00002	100	100
EBPMBNNM_00002	OG0000565|ACNKOELL_02822	100	100
EBPMBNNM_00002	OG0000565|AHKHILEE_00002	95.3	100
EBPMBNNM_00002	OG0000565|FKPPHKIF_00866	94.7	100
EBPMBNNM_00002	OG0000565|NCEDIAPA_03417	93.3	100
EBPMBNNM_00003	OG0000618|OGMGMCIP_00003	100	100
EBPMBNNM_00003	OG0000618|ACNKOELL_02821	100	100
EBPMBNNM_00003	OG0000618|AHKHILEE_00003	94.3	100
EBPMBNNM_00003	OG0000618|FKPPHKIF_00867	93.8	100
EBPMBNNM_00003	OG0000618|NCEDIAPA_03418	93.8	100
EBPMBNNM_00004	OG0000516|OGMGMCIP_00004	100	100
EBPMBNNM_00004	OG0000516|ACNKOELL_02820	100	100
EBPMBNNM_00004	OG0000516|AHKHILEE_00004	94.6	100
EBPMBNNM_00004	OG0000516|CHPCPENO_03840	92.7	100
EBPMBNNM_00004	OG0000516|NCEDIAPA_03419	92.9	100
EBPMBNNM_00005	OG0000626|OGMGMCIP_00005	100	100
EBPMBNNM_00005	OG0000626|ACNKOELL_02819	99.3	100
EBPMBNNM_00005	OG0000626|AHKHILEE_00005	90.8	100
EBPMBNNM_00005	OG0000626|NCEDIAPA_03420	88.5	99.0
EBPMBNNM_00005	OG0000626|CHPCPENO_03841	88.4	99.0
EBPMBNNM_00006	OG0001077|OGMGMCIP_00006	100	100
EBPMBNNM_00006	OG0001077|ACNKOELL_02818	97.6	100
EBPMBNNM_00006	OG0001077|FKPPHKIF_00870	87.3	91.7
EBPMBNNM_00006	OG0001077|AHKHILEE_00006	86.8	91.7
EBPMBNNM_00006	OG0001077|ADFAHPMA_02710	82.2	95.6
EBPMBNNM_00007	OG0002542|OGMGMCIP_00007	100	100
EBPMBNNM_00007	OG0002542|ACNKOELL_02817	99.5	100
EBPMBNNM_00007	OG0002542|AHKHILEE_00007	89.3	92.3
EBPMBNNM_00007	OG0002542|HDBPEDIA_04631	82.1	90.7
EBPMBNNM_00007	OG0002542|FKPPHKIF_00871	83.9	84.7
EBPMBNNM_00008	OG0001575|OGMGMCIP_00008	100	100
EBPMBNNM_00008	OG0001575|ACNKOELL_02816	97.8	100
EBPMBNNM_00008	OG0001575|AHKHILEE_00008	81.3	99.6
EBPMBNNM_00008	OG0001575|FKPPHKIF_00872	78.7	99.1
EBPMBNNM_00008	OG0001575|KLDKPPMK_01999	78.9	99.1
EBPMBNNM_00009	OG0000617|OGMGMCIP_00009	100	100
EBPMBNNM_00009	OG0000617|ACNKOELL_02815	99.2	100
EBPMBNNM_00009	OG0000617|AHKHILEE_00025	93.9	100
EBPMBNNM_00009	OG0000617|FKPPHKIF_02957	91.1	100
EBPMBNNM_00009	OG0000617|CHPCPENO_03780	90.9	100
EBPMBNNM_00010	OG0000074|OGMGMCIP_00010	100	100
EBPMBNNM_00010	OG0000074|ACNKOELL_02814	98.7	100
EBPMBNNM_00010	OG0000074|AHKHILEE_00024	91.5	100
EBPMBNNM_00010	OG0000074|FKPPHKIF_02958	91.0	100
EBPMBNNM_00010	OG0000074|CHPCPENO_03782	87.5	100
EBPMBNNM_00011	OG0001044|OGMGMCIP_00011	100	100
EBPMBNNM_00011	OG0001044|ACNKOELL_02812	100	100
EBPMBNNM_00011	OG0001044|AHKHILEE_00023	91.2	100
