IBFOMCPF_00003	OG0003806|JBJLPPAH_01993	61.3	99.6
IBFOMCPF_00003	OG0003806|JBJLPPAH_04612	61.3	99.6
IBFOMCPF_00003	OG0003806|JBJLPPAH_06147	61.3	99.6
IBFOMCPF_00003	OG0003806|FMKJJJIF_02902	63.2	86.6
IBFOMCPF_00012	OG0000041|/Methylobacterium_terrae_17Sr1-28_ASM317375v1_04237	61.1	92.5
IBFOMCPF_00012	OG0000041|/Methylobacterium_terricola_17Sr1-39_ASM615180v1_03994	60.8	92.5
IBFOMCPF_00013	OG0000041|LGFPBGDE_04349	64.2	97.2
IBFOMCPF_00013	OG0000041|/Methylobacterium_terricola_17Sr1-39_ASM615180v1_03995	62.6	98.2
IBFOMCPF_00013	OG0000041|/Methylobacterium_mesophilicum_SR1.6_6_ASM36444v2_01905	64.2	96.6
IBFOMCPF_00013	OG0000041|MFHGNBND_04525	63.8	97.2
IBFOMCPF_00013	OG0000041|/Methylobacterium_terrae_17Sr1-28_ASM317375v1_04238	62.3	97.2
IBFOMCPF_00035	OG0000030|/Microvirga_sp._17_mud_1-3_ASM315125v1_03112	76.7	100
IBFOMCPF_00036	OG0000033|/Microvirga_sp._17_mud_1-3_ASM315125v1_03111	72.0	99.6
IBFOMCPF_00037	OG0000041|/Microvirga_sp._17_mud_1-3_ASM315125v1_03110	68.6	99.8
IBFOMCPF_00044	OG0004443|JBJLPPAH_01477	73.3	88.2
IBFOMCPF_00045	OG0000547|JBJLPPAH_01476	78.3	94.2
IBFOMCPF_00047	OG0000344|JBJLPPAH_01474	83.3	96.3
IBFOMCPF_00048	OG0000384|JBJLPPAH_01473	64.7	82.2
IBFOMCPF_00050	OG0000002|/Microvirga_sp._17_mud_1-3_ASM315125v1_01297	60.1	100
IBFOMCPF_00050	OG0000002|/Methylobacterium_terricola_17Sr1-39_ASM615180v1_05232	64.1	86.2
IBFOMCPF_00064	OG0000221|/Microvirga_sp._17_mud_1-3_ASM315125v1_02068	68.6	96.0
IBFOMCPF_00064	OG0000221|/Methylobacterium_terricola_17Sr1-39_ASM615180v1_00546	66.4	96.3
IBFOMCPF_00064	OG0000221|/Methylobacterium_terrae_17Sr1-28_ASM317375v1_01533	67.0	96.3
IBFOMCPF_00065	OG0010218|APHBELJK_01435	62.7	98.6
IBFOMCPF_00070	OG0000289|/Microvirga_sp._17_mud_1-3_ASM315125v1_00080	68.3	99.1
IBFOMCPF_00070	OG0000289|FCCGFCFH_00289	65.3	99.4
IBFOMCPF_00070	OG0000289|AHKHILEE_03321	65.1	99.4
IBFOMCPF_00070	OG0000289|FKPPHKIF_03215	65.1	99.4
IBFOMCPF_00070	OG0000289|NCBGFCLN_03600	64.6	99.4
IBFOMCPF_00077	OG0000077|/Microvirga_sp._17_mud_1-3_ASM315125v1_02605	74.2	100
IBFOMCPF_00077	OG0000077|/Methylobacterium_terrae_17Sr1-28_ASM317375v1_02405	68.6	100
IBFOMCPF_00077	OG0000077|/Methylobacterium_terricola_17Sr1-39_ASM615180v1_00607	68.6	100
IBFOMCPF_00077	OG0000077|MFHGNBND_02271	73.8	100
