BOKMPFEI_00017	OG0004527|/Priestia_megaterium_ATCC_14581_ASM1708652v1_01677	69.5	98.1
BOKMPFEI_00024	OG0001682|/Bacillus_subtilis_168_ASM2491711v1_00806	76.4	98.1
BOKMPFEI_00024	OG0001682|ODCHAIFN_00415	64.9	97.8
BOKMPFEI_00024	OG0001682|/Priestia_megaterium_ATCC_14581_ASM1708652v1_00863	65.1	99.2
BOKMPFEI_00024	OG0001682|/Priestia_megaterium_ATCC_14581_ASM1708652v1_04169	62.7	98.1
BOKMPFEI_00025	OG0000154|/Bacillus_subtilis_168_ASM2491711v1_02484	66.5	94.7
BOKMPFEI_00025	OG0000154|/Bacillus_subtilis_168_ASM2491711v1_01562	63.6	96.8
BOKMPFEI_00026	OG0000074|/Priestia_megaterium_ATCC_14581_ASM1708652v1_00835	76.5	99.5
BOKMPFEI_00026	OG0000074|LDNDLKMH_01064	68.9	98.1
BOKMPFEI_00026	OG0000074|/Rubrobacter_radiotolerans_RSPS-4_ASM66189v1_01063	68.9	98.1
BOKMPFEI_00026	OG0000074|KCDLJGMJ_00077	68.6	97.9
BOKMPFEI_00026	OG0000074|ODCHAIFN_03539	65.2	97.4
BOKMPFEI_00028	OG0000002|/Bacillus_subtilis_168_ASM2491711v1_00980	69.4	100
BOKMPFEI_00028	OG0000002|/Priestia_megaterium_ATCC_14581_ASM1708652v1_05017	65.9	96.5
BOKMPFEI_00029	OG0000206|/Bacillus_subtilis_168_ASM2491711v1_00981	70.4	97.9
BOKMPFEI_00029	OG0000206|/Priestia_megaterium_ATCC_14581_ASM1708652v1_05016	61.0	98.2
BOKMPFEI_00030	OG0000126|/Bacillus_subtilis_168_ASM2491711v1_00982	76.9	89.5
BOKMPFEI_00030	OG0000126|/Priestia_megaterium_ATCC_14581_ASM1708652v1_05015	70.2	98.6
BOKMPFEI_00031	OG0000466|/Bacillus_subtilis_168_ASM2491711v1_00983	74.9	97.4
BOKMPFEI_00031	OG0000466|/Priestia_megaterium_ATCC_14581_ASM1708652v1_05013	67.4	97.6
BOKMPFEI_00031	OG0000466|/Methylobacterium_terricola_17Sr1-39_ASM615180v1_03868	64.0	97.4
BOKMPFEI_00031	OG0000466|/Methylobacterium_terrae_17Sr1-28_ASM317375v1_00610	62.9	97.4
BOKMPFEI_00031	OG0000466|/Methylorubrum_extorquens_DM4_ASM8354v1_03977	63.2	97.4
BOKMPFEI_00040	OG0001036|/Bacillus_subtilis_168_ASM2491711v1_00990	85.1	99.7
BOKMPFEI_00040	OG0001036|/Priestia_megaterium_ATCC_14581_ASM1708652v1_00455	74.2	97.1
BOKMPFEI_00040	OG0001036|/Anoxybacillus_gonensis_G2_ASM118759v1_00448	69.3	97.7
BOKMPFEI_00040	OG0001036|ODCHAIFN_01032	68.8	97.1
BOKMPFEI_00041	OG0013194|/Bacillus_subtilis_168_ASM2491711v1_00991	60.0	99.7
BOKMPFEI_00042	OG0001226|/Bacillus_subtilis_168_ASM2491711v1_00992	89.7	99.4
BOKMPFEI_00042	OG0001226|/Priestia_megaterium_ATCC_14581_ASM1708652v1_00457	80.3	100
BOKMPFEI_00042	OG0001226|/Anoxybacillus_gonensis_G2_ASM118759v1_00450	79.1	97.5
BOKMPFEI_00042	OG0001226|/Exiguobacterium_acetylicum_AMCC_101217_ASM827484v1_00746	67.3	99.4
BOKMPFEI_00042	OG0001226|ODCHAIFN_01035	67.3	99.4
BOKMPFEI_00043	OG0005394|/Bacillus_subtilis_168_ASM2491711v1_00996	93.3	100
BOKMPFEI_00043	OG0005394|/Priestia_megaterium_ATCC_14581_ASM1708652v1_00459	88.1	100
BOKMPFEI_00043	OG0005394|/Anoxybacillus_gonensis_G2_ASM118759v1_00452	88.4	100
BOKMPFEI_00043	OG0005394|ODCHAIFN_01037	83.8	100
BOKMPFEI_00044	OG0005167|/Bacillus_subtilis_168_ASM2491711v1_00997	86.2	99.2
BOKMPFEI_00044	OG0005167|/Priestia_megaterium_ATCC_14581_ASM1708652v1_00460	79.7	99.0
BOKMPFEI_00044	OG0005167|/Anoxybacillus_gonensis_G2_ASM118759v1_00453	77.8	97.2
BOKMPFEI_00044	OG0005167|ODCHAIFN_01051	74.2	97.2
BOKMPFEI_00045	OG0001053|/Bacillus_subtilis_168_ASM2491711v1_00999	73.7	99.5
BOKMPFEI_00046	OG0000026|/Bacillus_subtilis_168_ASM2491711v1_01000	82.6	98.0
BOKMPFEI_00046	OG0000026|/Priestia_megaterium_ATCC_14581_ASM1708652v1_00934	63.4	96.3
BOKMPFEI_00046	OG0000026|/Priestia_megaterium_ATCC_14581_ASM1708652v1_01537	63.5	96.3
BOKMPFEI_00047	OG0001239|/Bacillus_subtilis_168_ASM2491711v1_01001	86.0	98.9
BOKMPFEI_00047	OG0001239|/Priestia_megaterium_ATCC_14581_ASM1708652v1_00935	73.4	97.1
BOKMPFEI_00049	OG0000083|/Bacillus_subtilis_168_ASM2491711v1_01008	96.9	98.5
BOKMPFEI_00049	OG0000083|/Priestia_megaterium_ATCC_14581_ASM1708652v1_03419	92.3	98.5
BOKMPFEI_00049	OG0000083|/Priestia_megaterium_ATCC_14581_ASM1708652v1_00999	84.6	98.5
BOKMPFEI_00049	OG0000083|/Anoxybacillus_gonensis_G2_ASM118759v1_01428	84.6	98.5
BOKMPFEI_00049	OG0000083|ODCHAIFN_00330	83.3	100
BOKMPFEI_00057	OG0000237|/Bacillus_subtilis_168_ASM2491711v1_01016	70.6	93.2
BOKMPFEI_00058	OG0004774|/Bacillus_subtilis_168_ASM2491711v1_01017	60.6	99.5
BOKMPFEI_00061	OG0000058|/Bacillus_subtilis_168_ASM2491711v1_01021	76.8	99.5
BOKMPFEI_00062	OG0001098|/Bacillus_subtilis_168_ASM2491711v1_01022	91.2	100
BOKMPFEI_00062	OG0001098|/Priestia_megaterium_ATCC_14581_ASM1708652v1_00545	81.6	97.5
BOKMPFEI_00062	OG0001098|ODCHAIFN_01088	76.8	99.4
BOKMPFEI_00066	OG0000056|/Bacillus_subtilis_168_ASM2491711v1_01023	74.0	98.2
BOKMPFEI_00066	OG0000056|/Priestia_megaterium_ATCC_14581_ASM1708652v1_04642	66.9	98.4
BOKMPFEI_00066	OG0000056|LDNDLKMH_02970	63.7	99.1
BOKMPFEI_00066	OG0000056|/Rubrobacter_radiotolerans_RSPS-4_ASM66189v1_02869	63.7	99.1
BOKMPFEI_00066	OG0000056|KCDLJGMJ_02652	63.0	98.9
BOKMPFEI_00067	OG0005649|/Bacillus_subtilis_168_ASM2491711v1_01024	77.2	99.5
BOKMPFEI_00067	OG0005649|/Priestia_megaterium_ATCC_14581_ASM1708652v1_00546	62.8	97.3
BOKMPFEI_00068	OG0000278|/Bacillus_subtilis_168_ASM2491711v1_01025	79.5	97.4
BOKMPFEI_00068	OG0000278|/Priestia_megaterium_ATCC_14581_ASM1708652v1_00547	66.1	100
BOKMPFEI_00068	OG0000278|/Exiguobacterium_acetylicum_AMCC_101217_ASM827484v1_00795	63.6	93.4
BOKMPFEI_00068	OG0000278|ODCHAIFN_03028	64.9	97.8
BOKMPFEI_00068	OG0000278|/Staphylococcus_aureus_DSM_799_DSM799_1.0_01270	68.9	80.8
BOKMPFEI_00069	OG0000103|/Bacillus_subtilis_168_ASM2491711v1_01026	85.9	99.4
BOKMPFEI_00069	OG0000103|/Priestia_megaterium_ATCC_14581_ASM1708652v1_00548	81.6	99.4
BOKMPFEI_00069	OG0000103|/Anoxybacillus_gonensis_G2_ASM118759v1_01432	79.3	99.0
BOKMPFEI_00069	OG0000103|/Exiguobacterium_acetylicum_AMCC_101217_ASM827484v1_01177	76.6	99.6
BOKMPFEI_00069	OG0000103|/Exiguobacterium_acetylicum_AMCC_101217_ASM827484v1_00796	76.4	99.4
BOKMPFEI_00070	OG0000587|/Bacillus_subtilis_168_ASM2491711v1_01027	80.7	99.3
